68.4100,77.6158,132.4285
127.4072,70.0853,179.7510
133.8609,127.3849,57.6686
136.5517,126.4049,55.6714
72.5236,83.5644,128.2591
122.8102,74.1018,65.4760
168.3263,76.3047,96.3286
76.3257,2.9207,44.4555
142.3571,8.5595,187.1031
143.7821,192.9020,171.3554
65.8733,71.5888,81.9807
183.5951,99.7134,40.5660
29.5544,152.3230,156.5211
62.1048,137.1072,87.2843
33.2398,59.3382,192.0387
69.0860,56.5818,163.3317
58.3613,18.8203,118.3180
52.0525,73.3710,17.8690
172.5411,182.6723,81.8403
69.0608,162.8884,82.5807
34.3988,139.6581,186.9493
78.8135,74.6967,36.6029
135.6161,57.9686,21.3401
124.6942,80.7250,74.6720
118.0699,165.8286,14.7874
58.5490,18.4995,74.5770
39.9401,15.4026,38.3213
120.3649,135.7233,115.8432
183.1683,139.8674,59.2724
45.6703,137.0929,104.0736
63.6657,58.5489,158.8146
141.2062,149.8027,71.4811
158.6124,1.7182,137.7601
60.5652,181.2810,44.3213
134.3706,2.0996,93.4284
172.3774,163.2673,85.4891
5.3929,40.4887,56.2679
44.9410,182.7154,26.8120
53.3992,163.4213,17.5452
176.6266,166.4101,81.5287
103.0935,49.8549,156.7236
100.6259,186.6895,55.8189
40.4674,66.0517,152.9551
26.3684,55.3024,194.6409
29.1681,57.0703,190.4385
37.3189,59.6093,187.0360
44.3433,6.5709,49.6019
186.4094,151.3885,58.1775
35.2548,97.5683,7.2561
148.2596,78.6241,107.5670
35.0055,56.5515,195.9550
99.8238,64.8574,155.7624
176.3479,118.9802,112.7828
80.0769,75.4066,36.9294
66.7467,86.7303,92.7197
24.6728,52.4649,196.2704
59.9312,168.0233,29.9087
67.3437,144.5932,198.2016
103.0888,58.5047,155.7881
104.8236,69.0744,152.5791
64.0479,110.5835,88.4438
51.4758,144.6206,196.5387
48.8520,24.7779,32.3881
84.9582,143.2284,192.4095
75.9471,47.5017,163.0838
51.6313,73.8237,17.0944
143.4184,7.2360,187.2743
167.6008,81.3439,75.1659
157.9306,76.0721,195.2870
178.7183,67.4096,35.5969
45.9930,5.0684,164.6550
183.9528,62.0781,19.0116
107.7362,73.0030,158.5629
22.9036,157.9329,156.4940
49.4816,136.2266,52.3098
27.9078,19.5567,85.1985
65.3937,112.5128,24.8190
24.9615,115.6024,57.5140
44.7707,186.2578,30.7390
66.8274,153.6532,178.7577
63.1305,137.7357,82.0536
32.5410,165.0378,125.8614
168.8560,131.0942,29.9774
192.2459,190.3846,36.4207
144.9870,195.0045,171.8069
13.0254,33.9122,80.8945
151.3062,74.9969,100.8305
91.2005,15.3893,24.3776
151.8342,90.1682,155.1414
131.0509,198.4323,90.3105
21.1423,163.5208,143.9159
47.6632,20.5485,36.3853
159.4228,66.9869,59.6020
83.9714,139.4372,119.7133
161.3205,199.0775,1.1860
45.9882,185.6260,101.6685
23.1492,59.2151,164.0378
198.8906,155.2357,3.3958
141.0269,68.0164,79.3987
168.9860,130.4247,30.2525
33.5279,167.5227,124.1045
42.3013,6.2016,51.1441
159.0426,110.8457,136.4164
102.5840,20.4968,8.9229
77.1317,163.4574,109.2654
193.1058,75.0124,184.3405
151.5474,194.4781,100.8889
183.6162,66.7757,16.5559
128.2324,127.5093,60.2732
181.7161,62.9862,23.8825
67.2204,170.3857,67.9334
37.0757,100.1884,142.3317
170.7897,75.6473,96.7071
37.8032,59.7281,186.5319
178.2918,197.4456,165.3078
191.9147,60.3489,105.8145
89.1014,123.4475,194.5342
50.6775,32.3326,25.9560
54.0657,46.2300,27.9249
114.5901,162.2622,166.5117
94.5244,20.7176,10.8858
140.2816,16.9156,114.0235
127.4165,14.9404,134.0617
119.1797,122.8509,101.9049
9.1702,196.9738,41.7388
53.3035,37.9374,69.9397
183.9983,61.2498,18.9938
198.4630,47.6540,110.1011
37.8212,59.7325,186.5135
165.0067,193.7040,151.6651
16.0561,47.2444,2.7916
